Sub_L [mm];Sub_W [mm];Sub_H [mm];R_out [mm];Ring_W [mm];Gap_W [mm];S [mm];t [mm];MS_W [mm];Freq [GHz];S(1,1) (Real);S(1,1) (Imag);S(1,2) (Real);S(1,2) (Imag);S(2,1) (Real);S(2,1) (Imag);S(2,2) (Real);S(2,2) (Imag)
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.01;0.6910021070147392;0.2919679530710009;-0.003184452673123183;0.12078470642257153;-0.003184452673122759;0.12078470642257227;0.16008404391106595;0.8151126666547036
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.02;0.6968164114709873;0.26807901989903377;-0.006506464594294579;0.12832400340837827;-0.00650646459429398;0.12832400340837902;0.17816595281764655;0.809555457678517
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.03;0.7017227678034306;0.2438726782356794;-0.00944629835752304;0.13621115226081476;-0.009446298357523203;0.13621115226081565;0.196061263585808;0.8034601992172421
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.04;0.7056958120763307;0.21938526074687736;-0.011979809213016937;0.14443170424137441;-0.011979809213016644;0.14443170424137536;0.21374786704029483;0.7968307112237921
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.05;0.708711569848717;0.19465521419148646;-0.014083161025768691;0.15296955327040693;-0.014083161025768117;0.15296955327040787;0.23120345768248343;0.7896719640459832
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.06;0.710747634196249;0.16972307091704672;-0.015732943766442273;0.1618069094139479;-0.015732943766442412;0.161806909413949;0.2484055996192918;0.7819901231826004
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.07;0.7117833478772014;0.14463140529737487;-0.016906297248358175;0.17092428067057316;-0.01690629724835808;0.17092428067057405;0.2653317983730171;0.773792590571605
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.08;0.7117999884088626;0.11942477410068805;-0.017581040594844943;0.18030046398379218;-0.017581040594845027;0.18030046398379346;0.28195957850006315;0.765088041715205
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.09;0.7107809546541295;0.0941496398635907;-0.01773580679723244;0.18991254639240365;-0.017735806797232478;0.18991254639240474;0.29826656686753816;0.7558864579213199
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.1;0.7087119533537154;0.06885427645752831;-0.01735018159508638;0.199735917202265;-0.017350181595086805;0.19973591720226638;0.3142305813507265;0.7461991529241258
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.11;0.7055811838807741;0.04358865617168842;-0.016404845778936854;0.20974429201647005;-0.016404845778936902;0.20974429201647152;0.3298297246218221;0.7360387931394815
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.12;0.7013795193458449;0.01840431780030116;-0.014881719884000558;0.21990974939565744;-0.014881719884001247;0.21990974939565888;0.34504248260232984;0.7254194108156438
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.13;0.696100682044978;-0.006645784587475321;-0.012764110113878091;0.23020278083524465;-0.01276411011387841;0.2302027808352461;0.35984782704960283;0.7143564093568577
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.14;0.6897414111273893;-0.03150745230029634;-0.010036854208887535;0.2405923546408451;-0.01003685420888799;0.24059235464084675;0.3742253216433312;0.7028665601288255
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.15;0.6823016202653864;-0.05612543196474211;-0.006686465857721429;0.2510459941571316;-0.006686465857721919;0.2510459941571329;0.38815523083298004;0.6909679901013067
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.16;0.6737845430434827;-0.08044362435424826;-0.0027012761469385528;0.261529870658852;-0.0027012761469393273;0.26152987065885386;0.40161863060368;0.6786801597453738
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.17;0.6641968637498086;-0.10440531142634966;0.001928429546158894;0.27200891104677977;0.0019284295461586198;0.272008911046782;0.4145975202189602;0.6660238306812375
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.18;0.6535488312556195;-0.12795340059016047;0.007210280881815088;0.2824469203072105;0.007210280881814579;0.28244692030721275;0.4270749339060699;0.6530210226675234
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.19;0.6418543537112735;-0.1510306849183739;0.013149699819728237;0.29280671849358864;0.013149699819727653;0.2928067184935911;0.4390350513666593;0.6396949596337064
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.2;0.6291310718729892;-0.17358011770547663;0.019749787549444293;0.3030502917754931;0.01974978754944368;0.30305029177549525;0.45046330592473227;0.6260700045836057
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.21;0.615400409005893;-0.19554509946297685;0.027011222818093858;0.31313895687699606;0.027011222818092966;0.3131389568769989;0.46134648906802894;0.6121715833378351
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.22;0.6006875954868924;-0.21686977514021671;0.03493217334752536;0.32303353799742984;0.03493217334752496;0.3230335379974322;0.4716728501009988;0.5980260972352067
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.23;0.5850216664557448;-0.2374993390731071;0.04350822196336196;0.3326945550771984;0.04350822196336171;0.3326945550772009;0.48143218960955;0.5836608250748107
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.24;0.5684354311332624;-0.2573803449007951;0.052732308955183244;0.34208242204475203;0.052732308955182605;0.34208242204475553;0.49061594544216564;0.5691038147490441
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.25;0.5509654127394905;-0.276461017459338;0.0625946920495355;0.35115765346320993;0.06259469204953479;0.3511576534632124;0.4992172699401901;0.5543837651899731
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.26;0.5326517582978082;-0.29469156346989406;0.0730829252065176;0.35988107779229844;0.07308292520651703;0.35988107779230155;0.5072310972034422;0.5395298994231266
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.27;0.513538117998408;-0.3120244776931437;0.08418185724762829;0.36821405529848744;0.08418185724762821;0.3682140552984906;0.5146541992561304;0.5245718296906601
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.28;0.4936714942092649;-0.3284148411286576;0.0958736510902449;0.3761186984891196;0.09587365109024422;0.37611869848912227;0.5214852300823916;0.5095394157649927
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.29;0.4731020606573263;-0.34382060780238166;0.1081378241058331;0.3835580928199313;0.10813782410583239;0.38355809281993475;0.5277247566294967;0.49446261772090755
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.3;0.4518829527478934;-0.35820287671157736;0.12095130983939052;0.3904965153341343;0.1209513098393903;0.3904965153341381;0.5333752760283907;0.4793713445642171
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.31;0.43007003043647146;-0.3715261455869318;0.1342885410320756;0.3968996488391113;0.1342885410320753;0.39689964883911527;0.5384412184532762;0.4642953002246852
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.32;0.4077216155047584;-0.3837585432866307;0.1481215535833432;0.4027347892165069;0.14812155358334386;0.4027347892165116;0.5429289352312463;0.44926382850664004
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.33;0.384898205509864;-0.3948720378564706;0.162420110780184;0.4079710434951682;0.1624201107801837;0.40797104349517227;0.5468466720159213;0.434305758649263
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.34;0.3616621670638494;-0.40484261757005663;0.1771518468157028;0.4125795163944194;0.1771518468157034;0.41257951639442375;0.550204527051103;0.4194492531782238
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.35;0.33807741144843584;-0.413650442599868;0.19228242832506287;0.4165334831674053;0.19228242832506254;0.41653348316740857;0.553014394767247;0.4047216597288655
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.36;0.3142090558692008;-0.42127996535630513;0.20777573239000707;0.4198085467385262;0.20777573239000716;0.41980854673853035;0.5552898951697423;0.3901493684886172
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.37;0.29012307389609165;-0.42772001796045706;0.2235940392112602;0.42238277733274626;0.22359403921126103;0.42238277733275076;0.5570462896888525;0.37575767684224665
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.38;0.2658859388167862;-0.43296386577746654;0.23969823742653112;0.42423683303328913;0.2396982374265317;0.4242368330332934;0.5583003843614467;0.3615706627094828
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.39;0.24156426374151618;-0.43700922642092127;0.2560480398663104;0.42535405997299053;0.2560480398663114;0.42535405997299497;0.5590704213997452;0.34761106794227575
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.4;0.21722444233926358;-0.4398582541335881;0.2726022073945702;0.42572057115721784;0.27260220739457136;0.4257205711572219;0.5593759603678408;0.3339001930011503
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.41;0.19293229405556014;-0.4415174899445375;0.2893187783797196;0.4253253032260539;0.2893187783797204;0.4253253032260584;0.5592377503288911;0.3204578039605382
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.42;0.168752717561854;-0.4419977784862034;0.30615530128529406;0.424160050783275;0.3061553012852952;0.4241600507832795;0.5586775944416185;0.3073020527053836
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.43;0.1447493560193406;-0.4413141528159776;0.3230690678600694;0.42221947824206874;0.3230690678600706;0.42221947824207257;0.5577182085716592;0.29444941098059857
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.44;0.12098427751059782;-0.4394856890157666;0.34001734444350046;0.4195011094551817;0.3400173444435011;0.4195011094551856;0.5563830755400158;0.2819146187456067
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.45;0.09751767370745502;-0.43653533273027295;0.3569575989823553;0.4160052957031584;0.3569575989823556;0.4160052957031626;0.5546962966566699;0.26971064707353243
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.46;0.07440757951050005;-0.4324897001431882;0.3738477214756262;0.4117351629019894;0.37384772147562706;0.4117351629019934;0.552682442182714;0.2578486756232
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.47;0.0517096160239613;-0.42737885617381194;0.3906462357229036;0.40669653915501264;0.39064623572290474;0.4066965391550161;0.5503664023300928;0.24633808450691713
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.48;0.029476758828888568;-0.4212360729006183;0.4073125004416897;0.40089786400833577;0.40731250044169154;0.4008978640083398;0.5477732403462942;0.2351864601823617
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.49;0.007759133097415952;-0.41409757138038594;0.42380689803628463;0.3943500809703308;0.42380689803628496;0.39435008097033425;0.5449280491443884;0.22439961481651124
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.5;-0.013396163337988806;-0.40600225013097874;0.44009100953851504;0.3870665150210942;0.4400910095385179;0.38706651502109785;0.5418558128300112;0.21398161840702098
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.51;-0.0339452082747868;-0.3969914035836264;0.45612777449303976;0.37906273696525816;0.45612777449304365;0.3790627369652615;0.5385812743495185;0.20393484280412638
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.52;-0.05384737452274519;-0.3871084337892024;0.4718816348204407;0.37035641657056073;0.4718816348204419;0.3703564165705642;0.5351288103415861;0.19426001665628406
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.53;-0.07306542051102684;-0.3763985585863516;0.4873186619542945;0.3609671664854119;0.4873186619542959;0.36096716648541516;0.5315223141217533;0.18495629020631382
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.54;-0.09156555262657741;-0.3649085193126709;0.5024066668077848;0.35091637894275063;0.5024066668077874;0.35091637894275396;0.5277850875699566;0.1760213087926265
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.55;-0.10931746013272443;-0.3526862909692586;0.5171152923760834;0.34022705723676944;0.517115292376086;0.3402270572367724;0.5239397425285844;0.16745129386177224
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.56;-0.1262943238221806;-0.339780797540842;0.531416089018146;0.3289236439067089;0.5314160890181471;0.32892364390671136;0.5200081121568789;0.15924113027365544
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.57;-0.1424727998237813;-0.32624163493518776;0.5452825726817716;0.3170318474811158;0.5452825726817718;0.317031847481119;0.5160111725296666;0.15138445867772427
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.58;-0.15783298020474376;-0.3121188037440199;0.5586902665355679;0.3045784695307513;0.5586902665355705;0.3045784695307527;0.5119689746175533;0.14387377175584892
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.59;-0.17235833218892088;-0.297462453750518;0.5716167266485419;0.29159123365286393;0.5716167266485438;0.29159123365286604;0.5079005866442524;0.1367005131632697
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.6;-0.186035617947133;-0.28232264182220207;0.5840415525108187;0.2780986178679433;0.5840415525108185;0.2780986178679456;0.5038240466866354;0.12985517805055727
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.61;-0.19885479700859304;-0.26674910453961864;0.5959463833165961;0.2641296917567214;0.5959463833165979;0.26412969175672324;0.49975632526608293;0.12332741411470315
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.62;-0.2108089133956446;-0.2507910466260854;0.6073148810326618;0.24971395950410077;0.6073148810326624;0.24971395950410322;0.4957132975766653;0.11710612220345538
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.63;-0.2218939695995628;-0.23449694596748658;0.6181327013531341;0.2348812098517974;0.6181327013531355;0.2348812098517994;0.4917097249074525;0.11117955558154947
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.64;-0.2321087894971091;-0.2179143757477676;0.6283874536946391;0.21966137379616593;0.628387453694641;0.21966137379616799;0.4877592447428304;0.105535417057849
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.65;-0.24145487225909945;-0.20108984397937538;0.638068651416975;0.20408439070538498;0.6380686514169751;0.20408439070538778;0.48387436896618113;0.10016095326647427
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.66;-0.24993623922799565;-0.18406865048094415;0.6471676534647197;0.1881800833732513;0.6471676534647215;0.18818008337325226;0.4800664895479822;0.09504304549050968
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.67;-0.2575592756453283;-0.16689476114930257;0.6556775986168173;0.17197804237791472;0.6556775986168188;0.17197804237791536;0.47634589106869646;0.09016829651189609
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.68;-0.26433256899586527;-0.14961069919078038;0.6635933335063339;0.1555075199746936;0.6635933335063344;0.15550751997469567;0.4727217694087916;0.08552311306409369
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.69;-0.2702667456080153;-0.1322574528181609;0.6709113355337156;0.13879733362383498;0.6709113355337168;0.13879733362383628;0.4692022559316447;0.08109378355338549
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.7;-0.27537430701260057;-0.11487439878504038;0.6776296317459989;0.12187577913823128;0.6776296317459994;0.12187577913823319;0.4657944464888738;0.07686655079935466
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.71;-0.27966946741869875;-0.0974992410177892;0.6837477146942238;0.1047705533325746;0.6837477146942249;0.10477055333257579;0.46250443459036134;0.07282767962396548
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.72;-0.28316799351863176;-0.08016796351653006;0.6892664562135493;0.0875086859652802;0.6892664562135503;0.08750868596528218;0.45933734810173615;0.06896351919132593
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.73;-0.2858870476875949;-0.06291479662862116;0.6941880199976708;0.07011648068687247;0.6941880199976715;0.07011648068687348;0.4562973888589018;0.06526056006596322
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.74;-0.28784503549901075;-0.0457721957502613;0.6985157737627014;0.05261946464383165;0.698515773762702;0.05261946464383264;0.45338787462126745;0.06170548601621643
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.75;-0.2890614583368149;-0.028770831481732036;0.7022542017175769;0.03504234633411147;0.7022542017175776;0.03504234633411329;0.4506112828213014;0.05828522064092854
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.76;-0.289556771752088;-0.011939590248045985;0.7054088179796871;0.017408981269178694;0.7054088179796886;0.01740898126918056;0.44796929560692555;0.054986968942159105
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.77;-0.2893522500851716;0.004694415602680501;0.7079860814971122;-0.0002576550331953557;0.7079860814971128;-0.0002576550331944476;0.4454628457140056;0.051798254004314453
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.78;-0.28846985775663553;0.021105829197879268;0.7099933129636802;-0.01793548722232753;0.7099933129636806;-0.017935487222325696;0.4430921627479382;0.048706948971194965
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.79;-0.28693212752190406;0.03727102298729923;0.711438614140919;-0.03560335396330491;0.7114386141409189;-0.035603353963303955;0.44085681949526945;0.04570130453742263
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.8;-0.28476204588544424;0.05316806595675317;0.7123307899325453;-0.05324101597475779;0.712330789932545;-0.053241015974758645;0.43875577792773585;0.04276997218990841
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.81;-0.2819829457813455;0.06877668508801382;0.7126792734929766;-0.07082915876710856;0.7126792734929771;-0.07082915876710669;0.4367874346015829;0.039902023449034776
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.82;-0.27861840654785935;0.0840782218991964;0.71249405459181;-0.08834939058483972;0.7124940545918103;-0.08834939058483963;0.4349496651939068;0.037086965368458145
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.83;-0.27469216115385015;0.09905558485059074;0.711785611401542;-0.10578423604326855;0.7117856114015424;-0.10578423604326562;0.43323986795488967;0.034314752557507884
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.84;-0.2702280105747643;0.11369319834896768;0.7105648458261316;-0.12311712593332426;0.7105648458261317;-0.1231171259333242;0.43165500588970335;0.031575795991495126
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.85;-0.265249745164238;0.12797694902967768;0.7088430224432627;-0.1403323836478386;0.7088430224432624;-0.1403323836478375;0.43019164751648;0.028860968873403146
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.86;-0.2597810728243163;0.14189412994127004;0.7066317110934222;-0.15741520865987543;0.7066317110934213;-0.1574152086598749;0.42884600607688117;0.02616160980587204
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.87;-0.25384555374180773;0.15543338320321803;0.7039427331138193;-0.17435165745947445;0.7039427331138193;-0.17435165745947218;0.4276139771034161;0.02346952352554307
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.88;-0.24746654143002444;0.1685846416536911;0.7007881111847732;-0.19112862232913877;0.7007881111847729;-0.1911286223291373;0.42649117427273403;0.02077697944315055
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.89;-0.24066712979327323;0.1813390699524714;0.69718002272994;-0.20773380831226582;0.6971800227299393;-0.20773380831226618;0.4254729634966677;0.018076708222577682
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.9;-0.2334701059155074;0.19368900555384702;0.6931307567897407;-0.2241557087017366;0.6931307567897408;-0.22415570870173623;0.42455449522293076;0.015361896620816818
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.91;-0.22589790826367204;0.20562789991666305;0.6886526742688535;-0.24038357934956003;0.6886526742688528;-0.24038357934956034;0.4237307349351261;0.01262618079865926
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.92;-0.21797258999009633;0.21715026027332954;0.6837581714437587;-0.256407412072139;0.6837581714437581;-0.2564074120721383;0.42299649185724647;0.009863638299309882
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.93;-0.20971578701595422;0.22825159223723435;0.678459646604439;-0.27221790740045587;0.6784596466044379;-0.27221790740045604;0.42234644588127485;0.007068778879148427
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.94;-0.20114869057907198;0.23892834348830047;0.6727694696953347;-0.2878064468998334;0.6727694696953349;-0.28780644689983315;0.421775172747936;0.004236534361825425
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.95;-0.19229202393339168;0.2491778487398417;0.6666999548141035;-0.3031650652605924;0.6666999548141019;-0.3031650652605921;0.4212771675203095;0.0013622476738871841
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.96;-0.18316602289394177;0.2589982761561324;0.6602633354224332;-0.3182864223386672;0.6602633354224327;-0.3182864223386675;0.4208468663979714;-0.0015583387926500613
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.97;-0.17379041992974034;0.26838857535926863;0.6534717421208212;-0.3331637753042479;0.653471742120821;-0.3331637753042472;0.42047866692581926;-0.00452909535775907
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.98;-0.16418443151712575;0.2773484271359876;0.6463371828384851;-0.3477909510370028;0.6463371828384861;-0.34779095103700197;0.42016694665681875;-0.0075535176499214
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;8.99;-0.15436674847748977;0.2858781949298192;0.6388715252904041;-0.36216231888808503;0.638871525290405;-0.3621623188880839;0.41990608033180415;-0.010634739512192909
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.0;-0.14435552903564763;0.2939788781813661;0.6310864815553948;-0.3762727639123483;0.6310864815553947;-0.3762727639123478;0.4196904556422514;-0.013775546119283872
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.01;-0.13416839434818514;0.3016520675593158;0.6229935946321892;-0.39011766065858133;0.622993594632188;-0.3901176606585817;0.4195144876437947;-0.0169783872174335
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.02;-0.12382242626445089;0.30889990210704615;0.6146042268342741;-0.40369284759143476;0.614604226834276;-0.4036928475914345;0.4193726318892519;-0.020245390408627738
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.03;-0.11333416709663181;0.3157250283139629;0.6059295498887903;-0.41699460220571516;0.6059295498887883;-0.41699460220571566;0.41925939635022286;-0.023578374409770946
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.04;-0.10271962118897904;0.3221305611071506;0.5969805366097537;-0.4300196168820833;0.5969805366097544;-0.4300196168820837;0.41916935219598966;-0.02697886222591457
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.05;-0.09199425808987488;0.3281200467471361;0.5877679540214137;-0.44276497552258526;0.5877679540214131;-0.4427649755225857;0.41909714349758304;-0.030448094184469598
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.06;-0.08117301714384247;0.3336974276014903;0.5783023578131128;-0.4552281309950222;0.5783023578131126;-0.45522813099502346;0.4190374959236119;-0.033987040784554
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.07;-0.0702703133335816;0.33886700876153103;0.5685940880130467;-0.46740688340677544;0.5685940880130468;-0.46740688340677666;0.4189852244927693;-0.03759641532225982
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;9.08;-0.05930004421483864;0.3436334264602494;0.5586532657742138;-0.47929935922118244;0.5586532657742135;-0.47929935922118366;0.41893524044601316;-0.041276686258668586
