Sub_L [mm];Sub_W [mm];Sub_H [mm];R_out [mm];Ring_W [mm];Gap_W [mm];S [mm];t [mm];MS_W [mm];Freq [GHz];S(1,1) (Real);S(1,1) (Imag);S(1,2) (Real);S(1,2) (Imag);S(2,1) (Real);S(2,1) (Imag);S(2,2) (Real);S(2,2) (Imag)
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.12;-0.3089767126356996;-0.24032013453864873;0.5935568167770945;0.5937127083252235;0.5935568167770928;0.5937127083252279;0.2642638836084129;0.26661032841410887
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.13;-0.3170239984345542;-0.23893565107307943;0.6052883599275908;0.5770620364091794;0.6052883599275892;0.5770620364091845;0.2768010378092071;0.2606892765807107
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.14;-0.32523038708198587;-0.23737349809010633;0.6165690720399951;0.5600194315173586;0.6165690720399929;0.5600194315173634;0.2893623476445217;0.25421972719966607
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.15;-0.3335963616930181;-0.23562384377726442;0.6273801933714327;0.5425930344959594;0.6273801933714314;0.5425930344959641;0.3019290124017085;0.24718605042833144
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.16;-0.34212209781052155;-0.23367642302970842;0.6377026441518961;0.5247918456111538;0.6377026441518933;0.5247918456111583;0.31448089980907473;0.2395727586646303
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.17;-0.3508074273636062;-0.2315205269343577;0.6475170433161145;0.5066257808458084;0.6475170433161127;0.5066257808458133;0.32699648555431593;0.23136457600610072
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.18;-0.35965179964556604;-0.22914499361421797;0.6568037315201326;0.48810573080525493;0.6568037315201313;0.4881057308052599;0.33945279296391967;0.22254651544013979
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.19;-0.36865423918108414;-0.22653820073998868;0.6655427989388627;0.4692436221385174;0.6655427989388616;0.4692436221385226;0.351825333374384;0.2131039643228019
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.2;-0.3778133003657518;-0.22368806005253752;0.6737141183757211;0.45005248133427034;0.6737141183757196;0.45005248133427594;0.3640880478146375;0.20302277870883886
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.21;-0.3871270187789841;-0.22058201427860977;0.681297384249255;0.430546500695917;0.6812973842492532;0.4305465006959219;0.37621325071669875;0.19228938709364704
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.22;-0.39659285909468206;-0.21720703686293244;0.6882721580536421;0.4107411062369936;0.68827215805364;0.41074110623699883;0.3881715764782319;0.18089090411645647
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.23;-0.406207659543451;-0.21354963498238325;0.6946179209189852;0.3906530271658053;0.6946179209189836;0.39065302716581085;0.3999319298164509;0.16881525475163303
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.24;-0.4159675729165537;-0.20959585635162353;0.7003141339221426;0.3703003665461707;0.700314133922141;0.3703003665461758;0.41146144097751475;0.15605130947924986
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.25;-0.4258680041459721;-0.20533130037390895;0.7053403068179322;0.3497026726288734;0.7053403068179309;0.34970267262887944;0.4227254269985539;0.14258903087465488
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.26;-0.43590354454790103;-0.2007411342348576;0.7096760758721341;0.3288810102453574;0.7096760758721333;0.3288810102453625;0.43368736036000666;0.12841963198700643
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.27;-0.4460679028795323;-0.19581011457979675;0.7133012914797923;0.30785803154114055;0.7133012914797919;0.307858031541146;0.4443088465126691;0.11353574678602893
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.28;-0.45635383343206043;-0.19052261545557833;0.7161961162425935;0.28665804520131904;0.7161961162425925;0.2866580452013245;0.4545496119149982;0.0979316128414634
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.29;-0.46675306146722256;-0.18486266323400843;0.7183411341549617;0.2653070831845199;0.7183411341549606;0.26530708318452545;0.4643675043693229;0.08160326625779085
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.3;-0.4772562064010253;-0.17881397926439932;0.7197174715071977;0.24383296383559386;0.7197174715071969;0.2438329638355996;0.4737185075976478;0.06454874871491004
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.31;-0.48785270324727864;-0.172360031025141;0.7203069300523668;0.22226535009194281;0.7203069300523666;0.2222653500919478;0.4825567721449125;0.04676832626028846
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.32;-0.4985307229552578;-0.16548409255612986;0.7200921328984669;0.20063580133568606;0.7200921328984669;0.20063580133569126;0.490834664834926;0.028264719257000907
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.33;-0.5092770924103682;-0.15816931495268802;0.7190566834752751;0.17897781727582693;0.7190566834752751;0.17897781727583173;0.49850283912645205;0.009043342612621975
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.34;-0.5200772150135922;-0.15039880768408181;0.7171853377826771;0.1573268720744164;0.7171853377826775;0.15732687207442117;0.5055103288170265;-0.010887444906032669
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.35;-0.5309149929138122;-0.1421557314626851;0.7144641899508744;0.13572043676229345;0.7144641899508749;0.13572043676229847;0.5118046676126486;-0.03151608382863707
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.36;-0.5417727521352882;-0.13342340332953084;0.7108808709294079;0.1141979878281079;0.7108808709294077;0.11419798782811227;0.5173320371137355;-0.05282755156688769
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.37;-0.5526311720182973;-0.12418541453478932;0.7064247598686842;0.09280099971494574;0.7064247598686849;0.09280099971495123;0.5220374457517495;-0.07480309683261106
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.38;-0.5634692205711025;-0.11442576167380193;0.7010872074624355;0.07157291882890982;0.7010872074624358;0.0715729188289142;0.5258649411365127;-0.09741997377211883
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.39;-0.5742640975118957;-0.10412899138702415;0.6948617701810659;0.050559116561539046;0.6948617701810667;0.0505591165615433;0.5287578581298872;-0.12065117921401064
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.4;-0.5849911869550253;-0.09328035874214144;0.6877444539440223;0.029806818762106547;0.6877444539440222;0.029806818762111484;0.5306591047356877;-0.1444651969666117
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.41;-0.595624021860389;-0.0818659991859427;0.6797339653556282;0.009365009076738227;0.6797339653556295;0.009365009076742628;0.5315114875768252;-0.16882575365553731
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.42;-0.6061342625109722;-0.0698731136800328;0.6708319681665995;-0.010715696390167442;0.6708319681666003;-0.010715696390162774;0.5312580783075517;-0.193691591148653
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.43;-0.6164916914026004;-0.057290166317246614;0.6610433421281899;-0.03038320552908637;0.6610433421281913;-0.03038320552908205;0.5298426217712701;-0.21901626115872422
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.44;-0.6266642270124697;-0.04410709335499477;0.6503764408859245;-0.049584140041664865;0.6503764408859253;-0.049584140041661055;0.527209986054552;-0.24474794812362233
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.45;-0.6366179589485433;-0.030315522199973816;0.6388433450259544;-0.06826406058849467;0.6388433450259562;-0.06826406058849051;0.5233066538003875;-0.270829326917129
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.46;-0.6463172069593787;-0.01590899844000856;0.6264601058536785;-0.08636772885424386;0.6264601058536801;-0.08636772885424014;0.5180812532264821;-0.2971974623139425
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.47;-0.6557246061921848;-0.000883218550060539;0.6132469749685502;-0.10383940762273511;0.6132469749685512;-0.10383940762273146;0.5114851262507206;-0.32378375739148335
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.48;-0.6648012209149576;0.01476373458979309;0.5992286142218106;-0.12062319934438775;0.5992286142218112;-0.120623199344384;0.5034729299643835;-0.35051395816744113
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.49;-0.6735066886563058;0.03103115672376145;0.5844342802287157;-0.13666342294872438;0.5844342802287168;-0.13666342294872103;0.4940032664300686;-0.3773082217137052
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.5;-0.6817993963557155;0.04791549164602672;0.5688979772798884;-0.1519050278073044;0.5688979772798896;-0.15190502780730156;0.4830393344383601;-0.4040812547225408
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.51;-0.6896366896514325;0.0654101093349021;0.552658572285696;-0.16629404279447443;0.5526585722856974;-0.16629404279447152;0.4705495954669469;-0.43074252899980436
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.52;-0.696975115860269;0.08350509752348545;0.5357598653217227;-0.17977805733832758;0.5357598653217234;-0.1797780573383246;0.456508444687382;-0.45719657959683696
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.53;-0.703770700524927;0.10218707177975041;0.518250609450604;-0.19230673022243178;0.5182506094506053;-0.19230673022242878;0.44089687650686515;-0.48334339024772505
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.54;-0.7099792566264302;0.12143900941825711;0.5001844738017792;-0.2038323207179048;0.50018447380178;-0.20383232071790178;0.4237031328707233;-0.5090788694408587
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.55;-0.7155567246941831;0.14124011269406772;0.48161994441788875;-0.2143102354303944;0.48161994441788997;-0.21431023543039188;0.40492332144773147;-0.5342954188229216
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.56;-0.7204595411124604;0.16156570671296253;0.4626201581406417;-0.22369958307939222;0.4626201581406427;-0.22369958307938984;0.3845619899414512;-0.5588825937228908
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.57;-0.7246450309445015;0.18238717730901458;0.4432526658176456;-0.2319637283361997;0.44325266581764683;-0.23196372833619722;0.3626326421834531;-0.5827278534211341
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.58;-0.72807182060482;0.20367195377361758;0.4235891223628346;-0.2390708348842199;0.4235891223628357;-0.23907083488421768;0.339158181434148;-0.6057173964190671
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.59;-0.7307002647431737;0.22538354075779166;0.40370490268262654;-0.24499438708595972;0.4037049026826278;-0.2449943870859576;0.31417126650264937;-0.6277370734489297
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.6;-0.7324928808006457;0.24748160290795704;0.3836786441612033;-0.2497136790995471;0.3836786441612043;-0.2497136790995447;0.2877145669473494;-0.6486733683785948
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.61;-0.7334147839028132;0.26992210483968704;0.3635917182408128;-0.25321426003463876;0.3635917182408139;-0.25321426003463615;0.2598409047663786;-0.6684144346044535
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.62;-0.7334341141110532;0.29265750791924977;0.34352763558363764;-0.25548832381704706;0.3435276355836385;-0.2554883238170446;0.2306132716463576;-0.6868511720893393
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.63;-0.732522447602577;0.3156370240348501;0.3235713912950591;-0.2565350328765497;0.3235713912950597;-0.2565350328765473;0.20010471299921662;-0.703878328001868
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.64;-0.7306551831302784;0.33880692513457755;0.30380875864930124;-0.256360765602427;0.3038087586493019;-0.2563607656024248;0.1683980726464548;-0.7193956020598493
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.65;-0.727811895154834;0.3621109058318386;0.28432554160604134;-0.25497927872893245;0.28432554160604195;-0.2549792787289305;0.13558559504685522;-0.7333087362798392
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.66;-0.7239766453637301;0.38549049488525405;0.26520679805687364;-0.2524117774019017;0.2652067980568744;-0.25241177740189974;0.1017683853206362;-0.745530567982267
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.67;-0.7191382449028314;0.4088855099076983;0.24653604711216406;-0.24868688760223845;0.2465360471121644;-0.2486868876022364;0.06705573088991645;-0.7559820246729176
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.68;-0.7132904605398979;0.4322345483100108;0.22839447475781358;-0.24384052780672025;0.22839447475781452;-0.24384052780671825;0.03156429220299447;-0.764593039868718
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.69;-0.7064321591357138;0.4554755062996232;0.21086015281600265;-0.23791567917868678;0.21086015281600312;-0.2379156791786848;-0.004582826404474896;-0.7713033700802611
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.7;-0.6985673861828771;0.4785461167887299;0.19400728628945826;-0.2309620561131168;0.19400728628945876;-0.23096205611311516;-0.04125711128225346;-0.7760632949943301
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.71;-0.6897053757371951;0.5013844963685365;0.1779055038307646;-0.22303568151487688;0.17790550383076534;-0.22303568151487507;-0.07832576202185347;-0.7788341853708521
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.72;-0.6798604907540418;0.5239296911116847;0.1626192052553905;-0.21419837366286087;0.1626192052553909;-0.21419837366285896;-0.11565288201271186;-0.7795889262012484
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.73;-0.6690520945861433;0.5461222108963635;0.1482069787320089;-0.20451715380485305;0.14820697873200944;-0.20451715380485155;-0.15310071508237375;-0.7783121861597795
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.74;-0.6573043561302941;0.5679045422094312;0.13472109858190107;-0.19406358564362963;0.13472109858190148;-0.1940635856436281;-0.1905309050600703;-0.7750005281826137
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.75;-0.6446459927589705;0.5892216299723502;0.12220711256732471;-0.18291305953212472;0.12220711256732547;-0.18291305953212267;-0.2278057545989592;-0.7696623599804291
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.76;-0.631109956673215;0.6100213198173385;0.110703525230187;-0.17114403543009266;0.11070352523018764;-0.17114403543009127;-0.2647894598460698;-0.7623177272705431
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.77;-0.616733071608142;0.6302547533823365;0.10024158135280625;-0.15883725944326157;0.10024158135280707;-0.15883725944325963;-0.30134929854117093;-0.7529979563459114
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.78;-0.601555627865565;0.6498767105409623;0.09084515105392958;-0.14607496904856818;0.0908451510539302;-0.146074969048566;-0.33735675080163996;-0.7417451561332393
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.79;-0.585620944406912;0.6688458939780446;0.0825307155077885;-0.13294010190963246;0.08253071550778904;-0.1329401019096307;-0.37268853412387165;-0.7286115930013018
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.8;-0.5689749071956252;0.6871251530985443;0.07530744987862531;-0.11951552253165279;0.07530744987862642;-0.11951552253165089;-0.4072275368919988;-0.7136589541590872
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.81;-0.5516654931289285;0.7046816458528259;0.06917739788386197;-0.10588327994127354;0.06917739788386294;-0.10588327994127168;-0.44086363780277976;-0.6969575174569385
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.82;-0.5337422887556534;0.7214869386123741;0.0641357305070904;-0.09212390816783177;0.0641357305070914;-0.09212390816782984;-0.4734944019531127;-0.6785852467300891
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.83;-0.5152560125641489;0.7375170456813593;0.060171079830646776;-0.0783157796227301;0.060171079830648094;-0.07831577962272827;-0.5050256477542215;-0.6586268324932489
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.84;-0.4962580489769839;0.7527524113339408;0.05726593778048738;-0.06453451960544468;0.05726593778048842;-0.0645345196054431;-0.5353718822008641;-0.6371726978280243
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.85;-0.47680000134970496;0.7671778383881778;0.055397108787643576;-0.05085248819148012;0.05539710878764462;-0.050852488191478785;-0.5644566052149982;-0.6143179887499738
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.86;-0.45693327028663655;0.7807823682400403;0.05453620496632039;-0.03733833376039675;0.0545362049663217;-0.03733833376039518;-0.5922124866994755;-0.5901615672688347
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.87;-0.4367086625064924;0.7935591179716149;0.0546501723678319;-0.024056620474893316;0.05465017236783331;-0.024056620474891904;-0.6185814224986685;-0.5648050238499657
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.88;-0.4161760343624229;0.8055050806140708;0.05570183715760637;-0.011067530189075598;0.055701837157607584;-0.011067530189074417;-0.6435144776134492;-0.5383517241430028
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.89;-0.39538397298970296;0.8166208948955228;0.05765046113478336;0.0015733624023864343;0.05765046113478493;0.0015733624023877056;-0.6669717267250372;-0.5109059027649586
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.9;-0.3743795169588723;0.8269105908525328;0.0604522968190862;0.01381524402356619;0.060452296819087356;0.013815244023567222;-0.6889220033362978;-0.4825718147071986
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.91;-0.35320791728589385;0.8363813175536039;0.06406113331301042;0.02561215036444388;0.06406113331301153;0.0256121503644446;-0.7093425696500447;-0.45345295267052355
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.92;-0.33191243871946746;0.8450430589001933;0.06842882525423984;0.03692299178162265;0.06842882525424152;0.03692299178162366;-0.7282187196989156;-0.42365133640155234
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.93;-0.31053420040755497;0.8529083430644503;0.07350579835127882;0.04771152275956473;0.07350579835128013;0.04771152275956564;-0.7455433282602848;-0.39326687797576515
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.94;-0.28911205435163073;0.8599919506227929;0.07924152619698813;0.05794626124418693;0.07924152619698949;0.05794626124418791;-0.7613163577818485;-0.36239682500303017
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.95;-0.2676824994930834;0.8663106258794676;0.08558497423859117;0.06760036424568897;0.08558497423859214;0.06760036424568987;-0.7755443349634479;-0.33113528196138
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.96;-0.2462796288405516;0.8718827952713873;0.09248500791420439;0.07665146619506202;0.09248500791420561;0.07665146619506262;-0.7882398078452991;-0.2995728083209406
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.97;-0.22493510673423472;0.8767282961288841;0.09989076301812745;0.08508148645513999;0.09989076301812863;0.08508148645514022;-0.7994207932978715;-0.26779609081680333
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.98;-0.20367817314425976;0.8808681184572502;0.10775197731008172;0.09287641216061801;0.10775197731008265;0.09287641216061802;-0.8091102237470379;-0.2358876861703803
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;3.99;-0.18253567180311497;0.884324161818061;0.11601928322457856;0.10002606222097545;0.11601928322458006;0.10002606222097563;-0.8173354008476008;-0.2039258297370298
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.0;-0.1615320989637366;0.8871190088404701;0.12464446225883108;0.1065238378935879;0.12464446225883215;0.10652383789358835;-0.8241274626807834;-0.17198430496014863
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.01;-0.14068966964080865;0.8892757163906201;0.13358066221970058;0.11236646484761692;0.13358066221970172;0.1123664648476165;-0.8295208699318657;-0.1401323681191396
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.02;-0.12002839831922363;0.8908176249782709;0.14278257899508137;0.11755373111591153;0.14278257899508245;0.11755373111591168;-0.8335529154311495;-0.10843472264842498
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.03;-0.09956619128667425;0.8917681865871697;0.15220660488911608;0.12208822479273936;0.15220660488911714;0.12208822479273915;-0.8362632604365681;-0.07695153725188789
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.04;-0.07931894795454969;0.892150810780438;0.1618109458326423;0.12597507479676487;0.16181094583264366;0.1259750747967651;-0.8376935001148799;-0.04573850211677794
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.05;-0.05930066876120842;0.8919887286532692;0.17155570996057545;0.12922169749545134;0.17155570996057642;0.12922169749545062;-0.8378867598504488;-0.01484691771815562
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.06;-0.03952356749446886;0.89130487397981;0.1814029701480724;0.13183755148968634;0.18140297014807322;0.13183755148968582;-0.8368873232811094;0.01567618902412105
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.07;-0.019998186117303616;0.8901217807255065;0.19131680312882413;0.13383390239404852;0.19131680312882504;0.13383390239404871;-0.8347402923307532;0.04578792614071038
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.08;-0.0007335104253956893;0.8884614959657448;0.20126330779323062;0.13522359902402417;0.20126330779323187;0.13522359902402364;-0.8314912789756621;0.07544938008926655
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.09;0.01826291489809365;0.8863455071614141;0.21121060519244944;0.13602086201991764;0.21121060519245022;0.13602086201991662;-0.8271861280418611;0.1046254454388756
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.1;0.03698487304066195;0.8837946826867955;0.22112882266646708;0.13624108559949974;0.22112882266646805;0.13624108559949868;-0.8218706699773503;0.1332846444755225
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.11;0.055427364632226646;0.8808292244797695;0.23099006437957648;0.1359006528373332;0.2309900643795775;0.1359006528373329;-0.815590502268315;0.16139894002793229
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.12;0.07358650093893418;0.8774686316839104;0.2407683703929523;0.13501676461696557;0.24076837039295326;0.13501676461696518;-0.8083907979643562;0.18894354440886935
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.13;0.09145940131335958;0.8737316741717762;0.25043966623839997;0.13360728219042114;0.25043966623840075;0.1336072821904204;-0.8003161396354108;0.21589672697948367
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.14;0.10904409537997448;0.8696363748746041;0.25998170478562205;0.13169058310491327;0.2599817047856224;0.13169058310491263;-0.7914103769944909;0.24223962247884626
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.15;0.12633943029770153;0.8651999998916929;0.2693740020222964;0.12928543011608015;0.26937400202229655;0.129285430116079;-0.7817165063769164;0.2679560419211145
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.16;0.1433449833221916;0.8604390554098228;0.2785977681958605;0.12641085259695456;0.27859776819586113;0.12641085259695356;-0.7712765702612375;0.2930322875511764
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.17;0.16006097978811346;0.8553692905262076;0.28763583560098865;0.123086039868772;0.28763583560098865;0.12308603986877066;-0.7601315750422107;0.31745697306704723
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;4.18;0.17648821654518485;0.8500057051352476;0.29647258413974903;0.11933024582014326;0.29647258413974936;0.11933024582014194;-0.7483214253157257;0.34122085006411285
